gameid,venue,gameType,season,period_count,period_type,home_id,home_goals,home_sog,home_faceoffWinningPctg,home_powerPlayConversion,home_pim,home_hits,home_blocks,away_id,away_goals,away_sog,away_faceoffWinningPctg,away_powerPlayConversion,away_pim,away_hits,away_blocks
2023020437,Rogers Place,2,20232024,3,REG,22,4,29,0.538462,1/2,6,18,11,16,1,23,0.461538,0/2,4,31,22
2023020438,Climate Pledge Arena,2,20232024,3,REG,55,4,23,0.569231,0/1,6,25,16,13,0,24,0.430769,0/3,2,25,11
2023020439,Rogers Arena,2,20232024,3,REG,23,4,22,0.490196,1/2,6,27,17,14,1,29,0.509804,0/3,4,23,12
2023020440,T-Mobile Arena,2,20232024,4,OT,54,5,39,0.415094,2/4,4,24,16,20,4,31,0.584906,0/2,8,22,17
2023020441,SAP Center at San Jose,2,20232024,3,REG,28,2,32,0.5,1/3,10,22,17,52,1,37,0.5,0/5,6,19,10
2023020442,Centre Bell,2,20232024,5,SO,8,3,42,0.516667,1/4,6,19,14,5,4,30,0.483333,2/3,8,32,15
2023020443,Prudential Center,2,20232024,4,OT,1,2,35,0.491525,0/2,2,25,13,6,1,24,0.508475,0/1,4,20,19
2023020444,UBS Arena,2,20232024,3,REG,2,4,35,0.514706,1/4,4,12,12,24,3,24,0.485294,1/2,8,19,15
2023020445,Ball Arena,2,20232024,3,REG,21,5,29,0.5,1/2,4,14,21,7,1,30,0.5,0/2,4,22,15
2023020446,Crypto.com Arena,2,20232024,3,REG,26,2,34,0.62963,1/4,4,24,8,52,5,29,0.37037,0/2,8,29,22
2023020447,Little Caesars Arena,2,20232024,3,REG,17,1,26,0.327273,0/3,8,16,19,12,2,39,0.672727,0/4,6,10,14
2023020448,Wells Fargo Center,2,20232024,5,SO,4,4,32,0.47619,0/5,6,26,16,15,3,30,0.52381,1/3,10,19,17
2023020449,Scotiabank Arena,2,20232024,4,OT,10,5,48,0.560606,1/2,6,32,7,29,6,35,0.439394,1/2,6,33,38
2023020450,Xcel Energy Center,2,20232024,5,SO,30,3,32,0.418182,0/3,8,20,10,20,2,37,0.581818,1/3,8,22,23
2023020451,Enterprise Center,2,20232024,3,REG,19,4,30,0.509804,0/3,9,20,13,9,2,34,0.490196,0/2,11,25,10
2023020452,Rogers Place,2,20232024,3,REG,22,4,57,0.538462,2/4,4,26,16,14,7,24,0.461538,1/2,8,24,19
2023020453,Climate Pledge Arena,2,20232024,3,REG,55,7,29,0.568627,1/2,2,15,11,16,1,22,0.431373,0/1,4,32,20
2023020454,Rogers Arena,2,20232024,3,REG,23,4,18,0.510638,1/3,6,35,17,13,0,36,0.489362,0/3,6,31,11
2023020455,PNC Arena,2,20232024,4,OT,12,5,31,0.553846,2/3,6,25,15,18,6,30,0.446154,1/3,6,23,20
2023020456,Madison Square Garden,2,20232024,3,REG,3,5,39,0.52459,2/6,6,15,9,24,1,30,0.47541,0/3,32,15,19
2023020457,UBS Arena,2,20232024,5,SO,2,4,37,0.565789,2/4,6,41,18,6,5,34,0.434211,3/3,8,27,7
2023020458,American Airlines Center,2,20232024,3,REG,25,5,24,0.6,1/3,6,21,14,9,4,29,0.4,0/3,6,30,13
2023020459,Mullett Arena,2,20232024,3,REG,53,1,24,0.625,0/4,0,19,15,28,0,21,0.375,0/0,8,24,15
2023020460,T-Mobile Arena,2,20232024,3,REG,54,2,35,0.444444,1/4,2,44,12,7,5,27,0.555556,0/1,8,30,19
2023020461,Xcel Energy Center,2,20232024,5,SO,30,2,31,0.492063,0/2,10,16,16,23,1,36,0.507937,0/5,4,15,11
2023020462,TD Garden,2,20232024,4,OT,6,1,22,0.42,0/4,30,24,14,3,2,34,0.58,1/6,15,23,16
2023020463,Nationwide Arena,2,20232024,3,REG,29,3,26,0.411765,1/4,6,14,15,1,6,30,0.588235,1/2,10,12,12
2023020464,Centre Bell,2,20232024,3,REG,8,5,41,0.673077,0/2,2,20,18,2,3,33,0.326923,0/1,4,27,14
2023020465,Wells Fargo Center,2,20232024,3,REG,4,1,34,0.438596,0/3,6,22,21,17,0,32,0.561404,0/3,6,19,10
2023020466,Scotiabank Arena,2,20232024,3,REG,10,7,35,0.410714,2/7,15,16,19,5,0,38,0.589286,0/3,33,38,14
2023020467,Canada Life Centre,2,20232024,3,REG,52,6,25,0.411765,1/2,8,21,16,21,2,32,0.588235,1/4,4,31,17
2023020468,Bridgestone Arena,2,20232024,3,REG,18,3,23,0.386364,1/3,8,29,18,15,1,22,0.613636,1/4,6,20,11
2023020469,Enterprise Center,2,20232024,4,OT,19,4,34,0.421875,1/1,6,27,15,25,3,23,0.578125,0/3,2,15,12
2023020470,Mullett Arena,2,20232024,3,REG,53,2,22,0.552632,0/2,4,23,19,7,0,28,0.447368,0/1,6,16,20
2023020471,Scotiabank Saddledome,2,20232024,3,REG,20,4,26,0.357143,0/1,9,20,16,14,2,33,0.642857,1/1,9,20,20
2023020472,Rogers Place,2,20232024,3,REG,22,1,39,0.645161,0/2,8,41,14,13,5,39,0.354839,1/3,6,26,14
2023020473,Climate Pledge Arena,2,20232024,5,SO,55,2,19,0.392857,1/2,8,19,18,26,3,38,0.607143,1/4,4,22,12
2023020474,United Center,2,20232024,3,REG,16,3,28,0.446809,2/4,13,11,15,23,4,27,0.553191,1/4,23,14,8
2023020475,PNC Arena,2,20232024,5,SO,12,1,29,0.448276,0/5,4,10,8,15,2,21,0.551724,0/2,10,19,14
2023020476,Prudential Center,2,20232024,3,REG,1,1,29,0.566038,0/5,19,12,10,24,5,28,0.433962,1/5,29,15,17
2023020477,Ball Arena,2,20232024,3,REG,21,6,29,0.618182,2/4,30,20,21,28,2,27,0.381818,2/4,31,29,15
2023020478,T-Mobile Arena,2,20232024,3,REG,54,6,31,0.433333,2/5,10,25,18,9,3,25,0.566667,2/5,10,41,12
2023020479,Little Caesars Arena,2,20232024,3,REG,17,3,32,0.553846,2/7,10,23,11,24,4,22,0.446154,1/3,18,16,23
2023020480,PPG Paints Arena,2,20232024,3,REG,5,4,30,0.578947,2/5,10,9,13,30,3,27,0.421053,0/3,14,17,12
2023020481,Canada Life Centre,2,20232024,4,OT,52,2,32,0.462963,0/2,8,21,13,8,3,26,0.537037,2/3,6,29,23
2023020482,American Airlines Center,2,20232024,4,OT,25,4,28,0.571429,0/4,8,21,13,55,3,38,0.428571,0/4,8,28,12
2023020483,Scotiabank Saddledome,2,20232024,3,REG,20,3,24,0.611111,0/5,10,18,28,13,1,34,0.388889,1/5,10,19,10
2023020484,TD Garden,2,20232024,4,OT,6,3,43,0.622642,1/3,14,38,12,30,4,30,0.377358,1/1,28,25,10
2023020485,KeyBank Center,2,20232024,3,REG,7,4,29,0.546875,1/3,4,26,13,29,9,34,0.453125,1/2,6,13,16
2023020486,PNC Arena,2,20232024,3,REG,12,6,39,0.430556,3/3,8,13,10,54,3,33,0.569444,0/4,6,21,12
2023020487,Prudential Center,2,20232024,4,OT,1,2,26,0.611111,1/1,6,39,12,4,3,26,0.388889,0/3,2,44,21
2023020488,Amalie Arena,2,20232024,3,REG,14,6,33,0.575,1/3,23,14,19,19,1,29,0.425,1/3,13,22,14
2023020489,Scotiabank Arena,2,20232024,3,REG,10,2,33,0.446809,0/0,4,20,17,3,5,36,0.553191,2/2,0,41,15
2023020490,UBS Arena,2,20232024,3,REG,2,3,21,0.477273,2/4,8,29,22,22,1,31,0.522727,0/4,8,13,8
2023020491,Bridgestone Arena,2,20232024,3,REG,18,2,28,0.446429,0/2,26,28,3,23,5,35,0.553571,0/3,4,22,17
2023020492,United Center,2,20232024,3,REG,16,3,22,0.479167,1/6,16,26,14,21,2,37,0.520833,2/3,32,19,6
2023020493,Mullett Arena,2,20232024,3,REG,53,4,38,0.540984,0/2,15,32,13,9,3,22,0.459016,1/2,15,28,20
2023020494,SAP Center at San Jose,2,20232024,3,REG,28,1,16,0.461538,1/3,4,8,15,26,4,39,0.538462,1/2,6,13,16
2023020495,Canada Life Centre,2,20232024,3,REG,52,5,41,0.564516,0/0,4,20,20,17,2,28,0.435484,0/2,0,15,11
2023020496,Capital One Arena,2,20232024,4,OT,15,3,36,0.5,1/3,6,17,17,2,2,32,0.5,0/3,6,19,19
2023020497,Crypto.com Arena,2,20232024,3,REG,26,1,43,0.622951,0/4,6,14,19,55,2,30,0.377049,0/3,8,34,13
2023020498,KeyBank Center,2,20232024,3,REG,7,9,34,0.415094,1/5,8,28,19,10,3,27,0.584906,1/4,10,20,14
2023020499,Nationwide Arena,2,20232024,4,OT,29,2,36,0.45614,0/1,6,11,21,15,3,32,0.54386,2/3,2,9,15
2023020500,Amerant Bank Arena,2,20232024,3,REG,13,1,38,0.685185,0/1,2,21,3,19,4,24,0.314815,0/1,2,24,16
2023020501,Prudential Center,2,20232024,3,REG,1,3,26,0.527273,0/0,4,32,18,22,6,38,0.472727,0/2,0,17,15
2023020502,Wells Fargo Center,2,20232024,3,REG,4,2,31,0.481481,1/4,10,22,12,18,4,31,0.518519,0/5,21,24,10
2023020503,PPG Paints Arena,2,20232024,5,SO,5,2,25,0.491803,0/5,4,26,27,12,1,24,0.508197,0/2,10,16,19
2023020504,Amalie Arena,2,20232024,3,REG,14,5,36,0.517857,2/4,18,26,14,54,4,34,0.482143,1/4,18,24,23
2023020505,American Airlines Center,2,20232024,4,OT,25,4,36,0.5,0/3,6,20,14,23,3,20,0.5,0/3,6,21,10
2023020506,Xcel Energy Center,2,20232024,4,OT,30,4,24,0.490909,2/6,25,21,11,8,3,25,0.509091,1/5,19,17,14
2023020507,Ball Arena,2,20232024,3,REG,21,6,39,0.5625,4/5,12,25,19,9,4,45,0.4375,1/6,10,17,7
2023020508,Honda Center,2,20232024,3,REG,24,0,25,0.5,0/4,19,16,15,20,3,44,0.5,1/7,13,14,20
2023020509,SAP Center at San Jose,2,20232024,3,REG,28,2,31,0.489796,0/1,6,11,18,53,5,30,0.510204,1/3,2,13,18
2023020510,Little Caesars Arena,2,20232024,5,SO,17,7,37,0.507463,1/3,15,16,12,4,6,43,0.492537,0/2,47,18,18
2023020511,Madison Square Garden,2,20232024,3,REG,3,3,34,0.410714,1/3,4,16,15,22,4,28,0.589286,0/2,6,14,24
2023020512,Canada Life Centre,2,20232024,3,REG,52,5,33,0.573529,2/3,4,25,15,6,1,25,0.426471,0/2,6,27,17
2023020513,United Center,2,20232024,3,REG,16,2,21,0.431373,0/1,11,26,22,8,5,28,0.568627,0/3,7,12,17
2023020514,Amerant Bank Arena,2,20232024,3,REG,13,4,42,0.523077,2/6,41,39,11,54,2,25,0.476923,0/2,39,25,21
2023020515,Bridgestone Arena,2,20232024,3,REG,18,2,21,0.421053,1/2,4,40,27,25,3,34,0.578947,0/2,4,23,12
2023020516,PNC Arena,2,20232024,3,REG,12,4,40,0.485294,2/4,8,19,8,2,5,28,0.514706,0/3,10,14,24
2023020517,Nationwide Arena,2,20232024,3,REG,29,1,28,0.45283,0/4,8,7,13,10,4,30,0.54717,1/2,12,9,19
2023020518,Xcel Energy Center,2,20232024,3,REG,30,3,35,0.553571,1/5,9,26,11,6,2,21,0.446429,1/2,15,21,12
2023020519,Prudential Center,2,20232024,3,REG,1,3,36,0.509804,0/4,8,18,10,17,2,24,0.490196,0/3,10,13,13
2023020520,Canadian Tire Centre,2,20232024,4,OT,9,5,26,0.409836,0/4,14,16,28,5,4,34,0.590164,1/7,8,16,11
2023020521,Capital One Arena,2,20232024,5,SO,15,1,34,0.369565,0/1,4,24,17,14,2,20,0.630435,0/2,2,19,21
2023020522,Madison Square Garden,2,20232024,4,OT,3,4,33,0.533333,1/4,7,13,13,7,3,30,0.466667,0/1,33,18,26
2023020523,Honda Center,2,20232024,3,REG,24,2,34,0.625,1/3,2,24,18,55,3,22,0.375,1/1,6,18,12
2023020524,Enterprise Center,2,20232024,3,REG,19,7,42,0.603448,2/4,4,21,12,16,5,20,0.396552,1/2,8,36,13
2023020525,Ball Arena,2,20232024,3,REG,21,4,26,0.568182,0/2,11,23,6,53,1,25,0.431818,1/3,9,23,9
2023020526,Crypto.com Arena,2,20232024,3,REG,26,5,34,0.507463,0/4,12,23,25,20,3,32,0.492537,1/6,8,14,26
2023020527,Rogers Arena,2,20232024,3,REG,23,7,26,0.53125,1/4,6,19,9,28,4,25,0.46875,0/3,8,19,22
2023020528,Prudential Center,2,20232024,4,OT,1,4,35,0.517241,0/3,6,19,21,29,3,29,0.482759,0/3,6,25,23
2023020529,Madison Square Garden,2,20232024,3,REG,3,5,31,0.5,1/3,4,28,15,15,1,27,0.5,0/2,6,17,6
2023020530,Amalie Arena,2,20232024,3,REG,14,2,29,0.461538,0/3,12,27,18,13,3,31,0.538462,0/3,12,36,11
2023020531,Scotiabank Arena,2,20232024,3,REG,10,2,36,0.516129,0/3,7,31,11,9,4,30,0.483871,0/1,11,31,24
2023020532,KeyBank Center,2,20232024,3,REG,7,1,26,0.453125,0/6,10,17,10,6,4,25,0.546875,3/4,12,13,20
2023020533,UBS Arena,2,20232024,3,REG,2,0,22,0.451613,0/2,6,22,18,5,7,32,0.548387,0/3,4,16,13
2023020534,Xcel Energy Center,2,20232024,3,REG,30,6,31,0.442308,0/2,4,29,16,17,3,28,0.557692,1/2,4,19,8
2023020535,Bridgestone Arena,2,20232024,3,REG,18,2,37,0.372881,1/4,12,37,17,12,5,25,0.627119,3/6,8,23,10
2023020536,Enterprise Center,2,20232024,3,REG,19,2,30,0.548387,0/4,4,19,19,25,1,40,0.451613,0/2,8,12,13
2023020537,Mullett Arena,2,20232024,4,OT,53,5,27,0.423077,0/1,8,33,9,21,4,24,0.576923,2/3,4,36,15
2023020538,United Center,2,20232024,4,OT,16,2,25,0.535714,0/2,8,25,21,52,1,38,0.464286,0/4,4,25,12
2023020539,Scotiabank Saddledome,2,20232024,3,REG,20,1,38,0.666667,1/4,4,18,19,55,2,21,0.333333,0/2,8,20,20
2023020540,Honda Center,2,20232024,3,REG,24,5,26,0.458333,0/1,10,24,29,54,2,32,0.541667,1/5,2,19,9
2023020541,Crypto.com Arena,2,20232024,3,REG,26,5,43,0.592593,0/3,11,20,20,28,1,25,0.407407,0/3,11,26,16
2023020542,PNC Arena,2,20232024,3,REG,12,5,31,0.449275,1/3,8,19,13,8,3,21,0.550725,1/4,6,17,26
2023020543,Rogers Arena,2,20232024,3,REG,23,1,27,0.327273,0/3,8,22,13,4,4,25,0.672727,1/3,8,17,18
